,incident_date,breed,borough
10094,2021-11-23,"poodle, miniature",Queens
10095,2021-11-23,"poodle, miniature",Queens
10096,2021-11-24,mexican hairless,Brooklyn
10097,2021-11-24,shiba inu,Queens
10098,2021-11-25,labrador retriever crossbreed,Queens
10099,2021-11-25,unknown,Manhattan
10100,2021-11-25,pomeranian / yorkie mix,Brooklyn
10101,2021-11-25,unknown,Manhattan
10102,2021-11-26,poodle mix,Brooklyn
10103,2021-11-26,american bull / mastiff,Queens
10104,2021-11-26,golden doodle,Manhattan
10105,2021-11-27,mixed,Brooklyn
10106,2021-11-27,german shepherd,Bronx
10107,2021-11-27,large mixed breed,Brooklyn
10108,2021-11-28,pug,Manhattan
10109,2021-11-28,unknown,Manhattan
10110,2021-11-28,mixed,Bronx
10111,2021-11-28,american bully,Queens
10112,2021-11-28,american bully,Queens
10113,2021-11-29,maltese,Bronx
10114,2021-11-29,mastiff,Bronx
10115,2021-11-29,chihuahua crossbreed,Brooklyn
10116,2021-11-29,american pit bull mix / pit bull mix,Brooklyn
10117,2021-11-29,pit bull,Bronx
10118,2021-11-29,bull terrier,Bronx
10119,2021-12-01,mixed,Staten Island
10120,2021-12-01,pit bull,Manhattan
10121,2021-12-02,pit bull,Bronx
10122,2021-12-02,pit bull,Bronx
10123,2021-12-03,weimaraner,Manhattan
10124,2021-12-03,shih tzu mix,Manhattan
10125,2021-12-03,mixed breed,Brooklyn
10126,2021-12-04,maltese / poodle,Bronx
10127,2021-12-05,"poodle, miniature",Manhattan
10128,2021-12-05,mixed,Brooklyn
10129,2021-12-05,bernese mountain,Queens
10130,2021-12-05,mixed,Brooklyn
10131,2021-12-05,maltese,Bronx
10132,2021-12-06,belgian malinois,Brooklyn
10133,2021-12-07,pit bull,Queens
10134,2021-12-07,yorkie/terrier mix,Manhattan
10135,2021-12-07,american pit bull mix / pit bull mix,Queens
10136,2021-12-08,bull mastiff mix,Staten Island
10137,2021-12-08,mixed,Brooklyn
10138,2021-12-08,poodle mix,Manhattan
10139,2021-12-08,pit bull,Manhattan
10140,2021-12-08,pit bull,Manhattan
10141,2021-12-09,shih tzu / maltese,Queens
10142,2021-12-09,yorkshire terrier,Queens
10143,2021-12-09,german pinscher,Brooklyn
10144,2021-12-10,pit bull,Bronx
10145,2021-12-10,jack russell mix,Bronx
10146,2021-12-11,"shar-pei, chinese",Staten Island
10147,2021-12-11,whippet,Queens
10148,2021-12-11,american pit bull mix / pit bull mix,Queens
10149,2021-12-11,mixed,Manhattan
10150,2021-12-11,rottweiler,Brooklyn
10151,2021-12-12,unknown,Manhattan
10152,2021-12-12,labrador retriever crossbreed,Queens
10153,2021-12-12,chihuahua,Queens
10154,2021-12-12,golden doodle,Queens
10155,2021-12-12,german shepherd,Manhattan
10156,2021-12-13,mixed,Manhattan
10157,2021-12-13,german shepherd,Staten Island
10158,2021-12-13,unknown,Manhattan
10159,2021-12-14,maltese mix,Manhattan
10160,2021-12-14,american bully,Manhattan
10161,2021-12-14,cocker spaniel / beagle,Queens
10162,2021-12-15,mixed,Queens
10163,2021-12-15,"poodle, standard",Queens
10164,2021-12-15,chihuahua mix,Manhattan
10165,2021-12-15,unknown,Manhattan
10166,2021-12-16,soft wheaton terrier,Queens
10167,2021-12-16,german shepherd,Bronx
10168,2021-12-17,siberian husky,Queens
10169,2021-12-17,unknown,Brooklyn
10170,2021-12-17,unknown,Manhattan
10171,2021-12-17,shih tzu,Queens
10172,2021-12-18,mixed,Queens
10173,2021-12-18,medium mixed breed,Bronx
10174,2021-12-19,labrador,Manhattan
10175,2021-12-19,pit bull / chihuahua mix,Queens
10176,2021-12-19,bully,Queens
10177,2021-12-20,bulldog,Bronx
10178,2021-12-20,shiba inu,Manhattan
10179,2021-12-20,shiba inu,Queens
10180,2021-12-20,chihuahua crossbreed,Queens
10181,2021-12-20,small mixed breed,Bronx
10182,2021-12-21,unknown,Manhattan
10183,2021-12-22,unknown,Manhattan
10184,2021-12-23,"poodle, standard",Queens
10185,2021-12-23,medium mixed breed,Bronx
10186,2021-12-23,unknown,Brooklyn
10187,2021-12-24,mixed breed dog,Staten Island
10188,2021-12-25,bull dog,Queens
10189,2021-12-25,poodle mix,Manhattan
10190,2021-12-27,chihuahua,Brooklyn
10191,2021-12-27,pit bull,Queens
10192,2021-12-27,german shepherd,Manhattan
10193,2021-12-28,unknown,Manhattan
10194,2021-12-28,golden retriever mix,Brooklyn
10195,2021-12-30,dachshund smooth coat,Queens
10196,2022-01-01,terrier mix,Staten Island
10197,2022-01-01,chow chow,Bronx
10198,2022-01-02,"poodle, miniature",Queens
10199,2022-01-03,terrier,Manhattan
10200,2022-01-04,labrador / boxer mix,Queens
10201,2022-01-05,mixed breed,Brooklyn
10202,2022-01-05,cock-a-poo,Bronx
10203,2022-01-05,mixed,Brooklyn
10204,2022-01-05,maltese,Manhattan
10205,2022-01-06,doberman x,Brooklyn
10206,2022-01-06,unknown,Manhattan
10207,2022-01-07,shih tzu,Bronx
10208,2022-01-07,wheaton terrier,Queens
10209,2022-01-07,maltese / poodle mix,Queens
10210,2022-01-08,bichon frise,Queens
10211,2022-01-09,minature pincher,Bronx
10212,2022-01-09,mixed,Brooklyn
10213,2022-01-09,schnauzer x,Brooklyn
10214,2022-01-10,pit bull,Manhattan
10215,2022-01-12,unknown,Manhattan
10216,2022-01-12,unknown,Manhattan
10217,2022-01-12,chihuahua,Bronx
10218,2022-01-13,akita,Brooklyn
10219,2022-01-13,austrailian sheepdog,Staten Island
10220,2022-01-13,lab/ pit bull mix,Staten Island
10221,2022-01-13,unknown,Manhattan
10222,2022-01-14,siberian husky,Bronx
10223,2022-01-14,large mixed breed,Staten Island
10224,2022-01-14,large mixed breed,Staten Island
10225,2022-01-14,shih tzu / maltese mix,Queens
10226,2022-01-14,chihuahua,Brooklyn
10227,2022-01-15,mixed,Brooklyn
10228,2022-01-15,"bull dog, english",Staten Island
10229,2022-01-16,large mixed breed,Bronx
10230,2022-01-17,pit bull / siberian husky mix,Queens
10231,2022-01-18,shih tzu / yorkie mix,Queens
10232,2022-01-19,german shepherd,Brooklyn
10233,2022-01-19,unknown,Queens
10234,2022-01-19,akita,Bronx
10235,2022-01-20,"bull dog, french",Manhattan
10236,2022-01-21,"bull dog, english",Manhattan
10237,2022-01-22,unknown,Manhattan
10238,2022-01-22,"poodle, standard",Queens
10239,2022-01-22,pekingese,Queens
10240,2022-01-22,pit bull,Queens
10241,2022-01-22,hound mix,Queens
10242,2022-01-23,siberian husky,Queens
10243,2022-01-23,maltese mix,Staten Island
10244,2022-01-23,medium mixed breed,Bronx
10245,2022-01-24,mixed,Bronx
10246,2022-01-24,unknown,Brooklyn
10247,2022-01-24,large mixed breed,Bronx
10248,2022-01-26,mixed,Queens
10249,2022-01-26,american pit bull terrier/pit bull,Brooklyn
10250,2022-01-26,poodle mix,Staten Island
10251,2022-01-27,husky x,Brooklyn
10252,2022-01-27,pit bull,Staten Island
10253,2022-01-27,beagle,Queens
10254,2022-01-27,terrier mix,Manhattan
10255,2022-01-28,pit bull,Bronx
10256,2022-01-28,"poodle, toy",Queens
10257,2022-01-28,american pit bull mix / pit bull mix,Brooklyn
10258,2022-01-28,shih tzu / bichon frise,Queens
10259,2022-01-28,belgian malinois,Queens
10260,2022-01-29,rottweiler,Bronx
10261,2022-01-29,pit bull,Queens
10262,2022-01-29,unknown,Bronx
10263,2022-01-30,mixed,Queens
10264,2022-01-30,chihuahua,Queens
10265,2022-01-30,pit bull,Manhattan
10266,2022-01-30,unknown,Manhattan
10267,2022-01-30,shih tzu/tibetan terrier mix,Manhattan
10268,2022-01-31,"bull dog, english",Brooklyn
10269,2022-02-01,rottweiler,Bronx
10270,2022-02-01,maltese,Manhattan
10271,2022-02-01,staffordshire bull terrier,Queens
10272,2022-02-01,american pit bull mix / pit bull mix,Queens
10273,2022-02-01,american pit bull mix / pit bull mix,Queens
10274,2022-02-01,"welsh corgi, pembroke",Brooklyn
10275,2022-02-02,alaskan malamute,Queens
10276,2022-02-02,terrier mix,Brooklyn
10277,2022-02-02,chihuahua pug mix,Brooklyn
10278,2022-02-02,mixed,Queens
10279,2022-02-02,beagle,Manhattan
10280,2022-02-03,unknown,Manhattan
10281,2022-02-03,mastiff,Manhattan
10282,2022-02-03,unknown,Manhattan
10283,2022-02-03,mastiff,Manhattan
10284,2022-02-03,shih tzu / yorkie mix,Queens
10285,2022-02-03,mixed,Queens
10286,2022-02-04,miniature australian sheperd,Manhattan
10287,2022-02-04,german shepherd,Queens
10288,2022-02-04,pit bull,Bronx
10289,2022-02-04,terrier,Brooklyn
10290,2022-02-04,american pit bull mix / pit bull mix,Queens
10291,2022-02-04,labrador retriever crossbreed,Queens
10292,2022-02-04,mixed,Queens
10293,2022-02-04,labrador retriever,Brooklyn
10294,2022-02-04,shih tzu / bichon mix,Queens
10295,2022-02-05,shih poo,Manhattan
10296,2022-02-05,pit bull,Manhattan
10297,2022-02-05,golden retriever,Queens
10298,2022-02-05,cock-a-poo,Brooklyn
10299,2022-02-05,yorkshire terrier,Bronx
10300,2022-02-06,"collie, border mix",Manhattan
10301,2022-02-06,shiba inu,Bronx
10302,2022-02-06,boston terrier,Brooklyn
10303,2022-02-06,chihuahua,Brooklyn
10304,2022-02-07,pit bull,Brooklyn
10305,2022-02-07,maltese,Bronx
10306,2022-02-08,jack russell mix,Bronx
10307,2022-02-08,mixed,Queens
10308,2022-02-08,unknown,Brooklyn
10309,2022-02-08,american staffordshire terrier,Staten Island
10310,2022-02-09,"bull dog, french",Staten Island
10311,2022-02-09,unknown,Staten Island
10312,2022-02-09,yorkshire terrier,Manhattan
10313,2022-02-09,golden retriever,Manhattan
10314,2022-02-10,labrador mix,Manhattan
10315,2022-02-10,siberian husky,Queens
10316,2022-02-10,chihuahua,Brooklyn
10317,2022-02-11,pit bull,Manhattan
10318,2022-02-11,unknown,Manhattan
10319,2022-02-11,unknown,Manhattan
10320,2022-02-11,dachshund smooth coat,Queens
10321,2022-02-11,labrador retriever crossbreed,Queens
10322,2022-02-12,unknown,Manhattan
10323,2022-02-12,wheaton terrier,Manhattan
10324,2022-02-12,american pit bull terrier/pit bull,Brooklyn
10325,2022-02-12,mixed,Queens
10326,2022-02-13,pitbull mix,Manhattan
10327,2022-02-13,siberian husky mix,Queens
10328,2022-02-13,american pit bull terrier/pit bull,Brooklyn
10329,2022-02-14,unknown,Manhattan
10330,2022-02-14,chihuahua,Bronx
10331,2022-02-14,unknown,Bronx
10332,2022-02-14,small mixed breed,Staten Island
10333,2022-02-14,jack russell / shih tzu mix,Queens
10334,2022-02-14,pit bull,Queens
10335,2022-02-14,siberian husky,Brooklyn
10336,2022-02-15,german shepherd / boxer mix,Queens
10337,2022-02-15,pit bull,Staten Island
10338,2022-02-15,small mixed breed,Staten Island
10339,2022-02-16,"dachshund, wirehaired",Manhattan
10340,2022-02-16,labrador mix,Manhattan
10341,2022-02-16,american pit bull mix / pit bull mix,Brooklyn
10342,2022-02-16,boxer,Bronx
10343,2022-02-17,unknown,Manhattan
10344,2022-02-17,silky terrier,Bronx
10345,2022-02-17,unknown,Bronx
10346,2022-02-17,american bully,Bronx
10347,2022-02-17,pit bull,Queens
10348,2022-02-17,american bully,Bronx
10349,2022-02-18,american pit bull terrier/pit bull,Brooklyn
10350,2022-02-18,german shepherd,Queens
10351,2022-02-18,american pit bull mix / pit bull mix,Queens
10352,2022-02-18,chihuahua,Queens
10353,2022-02-19,golden retriever,Staten Island
10354,2022-02-19,maltese mix,Queens
10355,2022-02-19,golden retriever,Queens
10356,2022-02-19,hound x,Brooklyn
10357,2022-02-19,boxer,Brooklyn
10358,2022-02-20,german shepherd crossbreed,Brooklyn
10359,2022-02-20,mixed,Brooklyn
10360,2022-02-20,pit bull,Queens
10361,2022-02-20,mixed,Queens
10362,2022-02-21,siberian husky,Queens
10363,2022-02-21,yorkshire terrier,Queens
10364,2022-02-22,rottweiler / labrador mix,Queens
10365,2022-02-22,fox terrier,Manhattan
10366,2022-02-22,large mixed breed,Staten Island
10367,2022-02-22,chihuahua,Manhattan
10368,2022-02-22,mixed,Brooklyn
10369,2022-02-22,mixed,Queens
10370,2022-02-23,labrador retriever,Queens
10371,2022-02-23,pit bull,Bronx
10372,2022-02-23,pit bull,Brooklyn
10373,2022-02-23,large mixed breed,Staten Island
10374,2022-02-23,american pit bull mix / pit bull mix,Queens
10375,2022-02-24,mixed,Queens
10376,2022-02-24,"bull dog, french",Brooklyn
10377,2022-02-24,dachshund smooth coat,Staten Island
10378,2022-02-25,yorkshire terrier,Manhattan
10379,2022-02-25,unknown,Manhattan
10380,2022-02-25,shih tzu,Manhattan
10381,2022-02-26,terrier,Manhattan
10382,2022-02-26,boxer / pit bull mix,Queens
10383,2022-02-27,pit bull,Queens
10384,2022-02-27,sheperd,Bronx
10385,2022-02-27,chihuahua mix,Manhattan
10386,2022-02-28,maltese,Queens
10387,2022-03-01,presa canario,Queens
10388,2022-03-01,pomeranian,Manhattan
10389,2022-03-01,pit bull,Manhattan
10390,2022-03-02,australian cattle mix,Manhattan
10391,2022-03-02,cavalier king charles spaniel,Manhattan
10392,2022-03-02,mixed,Brooklyn
10393,2022-03-02,small mixed breed,Bronx
10394,2022-03-03,plott hound,Brooklyn
10395,2022-03-03,morkie mix,Queens
10396,2022-03-04,yorkshire terrier,Manhattan
10397,2022-03-05,pug/shih tzu x,Brooklyn
10398,2022-03-05,shih tzu,Staten Island
10399,2022-03-06,malti poo dog,Manhattan
10400,2022-03-06,pomeranian,Bronx
10401,2022-03-06,mixed,Brooklyn
10402,2022-03-07,mini dacshound,Manhattan
10403,2022-03-07,yorkshire terrier,Bronx
10404,2022-03-07,american bully,Queens
10405,2022-03-07,pit bull,Queens
10406,2022-03-07,chihuahua,Queens
10407,2022-03-08,mixed,Bronx
10408,2022-03-08,american pit bull mix / pit bull mix,Manhattan
10409,2022-03-09,"bull dog, french",Manhattan
10410,2022-03-10,pit bull,Bronx
10411,2022-03-10,presa canario,Queens
10412,2022-03-10,lab mix,Staten Island
10413,2022-03-10,pit bull,Queens
10414,2022-03-11,unknown,Manhattan
10415,2022-03-11,mixed,Bronx
10416,2022-03-11,austrailian shepard,Brooklyn
10417,2022-03-12,american pit bull terrier/pit bull,Brooklyn
10418,2022-03-12,"schnauzer, standard",Queens
10419,2022-03-12,unknown,Bronx
10420,2022-03-12,chihuahua,Bronx
10421,2022-03-12,"bull dog, french",Manhattan
10422,2022-03-13,mastiff,Manhattan
10423,2022-03-13,german shepherd,Bronx
10424,2022-03-13,pit bull,Bronx
10425,2022-03-13,pomeranian,Queens
10426,2022-03-13,lhasa apso mix,Queens
10427,2022-03-13,rottweiler,Brooklyn
10428,2022-03-14,mixed,Brooklyn
10429,2022-03-14,yorkshire terrier crossbreed,Bronx
10430,2022-03-14,chihuahua,Bronx
10431,2022-03-14,bull dog,Bronx
10432,2022-03-15,labrador retriever,Queens
10433,2022-03-16,yorkshire terrier,Bronx
10434,2022-03-16,unknown,Manhattan
10435,2022-03-17,unknown,Manhattan
10436,2022-03-17,small mixed breed,Bronx
10437,2022-03-17,unknown,Staten Island
10438,2022-03-17,portuguese water dog,Manhattan
10439,2022-03-17,yorkshire terrier,Queens
10440,2022-03-18,unknown,Bronx
10441,2022-03-18,german shepherd,Bronx
10442,2022-03-18,chihuahua mix,Manhattan
10443,2022-03-18,pit bull,Bronx
10444,2022-03-18,pit bull,Queens
10445,2022-03-18,american pit bull mix / pit bull mix,Queens
10446,2022-03-18,american pit bull mix / pit bull mix,Brooklyn
10447,2022-03-19,large mixed breed,Staten Island
10448,2022-03-19,pit bull,Bronx
10449,2022-03-20,labrador retriever,Bronx
10450,2022-03-20,norwegian elkhound,Queens
10451,2022-03-20,pit bull,Staten Island
10452,2022-03-20,pit bull,Bronx
10453,2022-03-21,mixed,Queens
10454,2022-03-21,hound mix,Brooklyn
10455,2022-03-21,beagle mix,Brooklyn
10456,2022-03-22,terrier mix,Manhattan
10457,2022-03-22,unknown,Manhattan
10458,2022-03-22,rottweiler,Bronx
10459,2022-03-22,shih tzu,Queens
10460,2022-03-23,pit bull,Manhattan
10461,2022-03-23,lab/pointer,Manhattan
10462,2022-03-23,pit bull,Manhattan
10463,2022-03-23,beagle,Queens
10464,2022-03-24,alaskan malamute,Queens
10465,2022-03-24,mixed,Queens
10466,2022-03-25,mixed,Queens
10467,2022-03-25,unknown,Manhattan
10468,2022-03-25,"welsh corgi, pembroke",Brooklyn
10469,2022-03-25,mixed,Brooklyn
10470,2022-03-25,german shepherd,Bronx
10471,2022-03-26,pit bull,Manhattan
10472,2022-03-26,medium mixed breed,Bronx
10473,2022-03-26,australian shepherd,Queens
10474,2022-03-26,pit bull,Staten Island
10475,2022-03-26,shih tzu,Brooklyn
10476,2022-03-27,pug/yorkie mix,Bronx
10477,2022-03-27,pitbull/labrador mix,Brooklyn
10478,2022-03-29,unknown,Brooklyn
10479,2022-03-29,unknown,Manhattan
10480,2022-03-30,unknown,Bronx
10481,2022-03-30,mixed,Queens
10482,2022-03-30,siberian husky,Queens
10483,2022-03-30,american pit bull mix / pit bull mix,Queens
10484,2022-03-31,american bully,Manhattan
10485,2022-03-31,"jindo dog,",Manhattan
10486,2022-03-31,belgian malinois,Manhattan
10487,2022-03-31,pit bull,Queens
10488,2022-03-31,pit bull,Brooklyn
10489,2022-03-31,havanese,Brooklyn
10490,2022-04-01,unknown,Manhattan
10491,2022-04-01,shih tzu,Manhattan
10492,2022-04-02,pomeranian,Bronx
10493,2022-04-02,chihuahua crossbreed,Queens
10494,2022-04-02,labrador retriever crossbreed,Queens
10495,2022-04-03,lhasa apso mix,Queens
10496,2022-04-03,pit bull,Manhattan
10497,2022-04-03,shiba inu,Bronx
10498,2022-04-03,german shepherd,Bronx
10499,2022-04-03,lhasa apso mix,Queens
10500,2022-04-03,mixed,Queens
10501,2022-04-03,dogo argentino,Brooklyn
10502,2022-04-04,yorkie mix w/chihuahua,Manhattan
10503,2022-04-04,spaniel x,Brooklyn
10504,2022-04-04,pit bull,Brooklyn
10505,2022-04-05,staffordshire,Bronx
10506,2022-04-05,mixed,Queens
10507,2022-04-05,shih tzu / poodle mix,Queens
10508,2022-04-05,pit bull,Queens
10509,2022-04-05,american pit bull mix / pit bull mix,Staten Island
10510,2022-04-05,shih tzu,Brooklyn
10511,2022-04-05,,Brooklyn
10512,2022-04-05,chihuahua mix,Brooklyn
10513,2022-04-05,mixed,Queens
10514,2022-04-06,labrador retriever,Bronx
10515,2022-04-07,medium mixed breed,Brooklyn
10516,2022-04-07,medium mixed breed,Brooklyn
10517,2022-04-07,dachshund smooth coat,Staten Island
10518,2022-04-08,staffordshire / pit bull mix,Queens
10519,2022-04-08,unknown,Staten Island
10520,2022-04-09,pit bull,Bronx
10521,2022-04-09,labrador retriever crossbreed,Queens
10522,2022-04-09,mixed,Queens
10523,2022-04-09,shih tzu,Queens
10524,2022-04-10,labrador retriever crossbreed,Queens
10525,2022-04-10,chihuahua,Bronx
10526,2022-04-10,german shepherd,Queens
10527,2022-04-10,pit bull,Brooklyn
10528,2022-04-10,beagle,Queens
10529,2022-04-11,large mixed breed,Brooklyn
10530,2022-04-11,german sheperd mix,Bronx
10531,2022-04-12,yorkshire terrier,Bronx
10532,2022-04-12,coton de tulear mix,Queens
10533,2022-04-12,unknown,Staten Island
10534,2022-04-12,german shepherd,Bronx
10535,2022-04-13,weimaraner / labrador mix,Queens
10536,2022-04-13,"bull dog, french",Queens
10537,2022-04-13,american pit bull terrier/pit bull,Queens
10538,2022-04-13,yorkshire terrier,Brooklyn
10539,2022-04-13,chihuahua,Brooklyn
10540,2022-04-14,border collie mix,Manhattan
10541,2022-04-14,"bull dog, english",Queens
10542,2022-04-14,"welsh corgi, pembroke",Queens
10543,2022-04-14,"bull dog, english",Queens
10544,2022-04-14,unknown,Brooklyn
10545,2022-04-14,morkie,Brooklyn
10546,2022-04-15,cavapoo,Manhattan
10547,2022-04-15,"cocker spaniel, american",Manhattan
10548,2022-04-15,french bull dog,Manhattan
10549,2022-04-15,french bull dog,Manhattan
10550,2022-04-15,terrier mix,Brooklyn
10551,2022-04-15,medium mixed breed,Brooklyn
10552,2022-04-15,large mixed breed,Brooklyn
10553,2022-04-15,large mixed breed,Brooklyn
10554,2022-04-16,labradoodle,Manhattan
10555,2022-04-16,red nose pitbull,Bronx
10556,2022-04-16,large mixed breed,Bronx
10557,2022-04-16,siberian husky,Queens
10558,2022-04-16,aussiedoodle mix,Queens
10559,2022-04-16,unknown,Staten Island
10560,2022-04-16,unknown,Staten Island
10561,2022-04-17,mixed,Queens
10562,2022-04-17,unknown,Brooklyn
10563,2022-04-18,yorkie chihuahua mix,Brooklyn
10564,2022-04-18,unknown,Manhattan
10565,2022-04-18,labrador retriever crossbreed,Manhattan
10566,2022-04-19,peekaboo,Bronx
10567,2022-04-19,australian shepherd,Manhattan
10568,2022-04-19,cockapoo,Queens
10569,2022-04-19,unknown,Brooklyn
10570,2022-04-19,corgi,Bronx
10571,2022-04-20,shih tzu,Bronx
10572,2022-04-20,pit bull,Bronx
10573,2022-04-20,shih tzu / pekingese mix,Queens
10574,2022-04-20,unknown,Brooklyn
10575,2022-04-21,pit bull,Bronx
10576,2022-04-21,beagle,Queens
10577,2022-04-21,"poodle, toy",Queens
10578,2022-04-21,rottweiler,Queens
10579,2022-04-21,"bull dog, english",Staten Island
10580,2022-04-21,german shepherd crossbreed,Brooklyn
10581,2022-04-22,hound mix,Queens
10582,2022-04-22,"bull dog, french",Manhattan
10583,2022-04-22,unknown,Manhattan
10584,2022-04-22,entlebucher mountain,Queens
10585,2022-04-22,mixed,Brooklyn
10586,2022-04-22,"schnauzer, miniature",Queens
10587,2022-04-22,pit bull,Queens
10588,2022-04-22,unknown,Brooklyn
10589,2022-04-22,unknown,Brooklyn
10590,2022-04-22,american pit bull mix / pit bull mix,Brooklyn
10591,2022-04-22,unknown,Brooklyn
10592,2022-04-22,unknown,Brooklyn
10593,2022-04-22,2 german shepherds,Brooklyn
10594,2022-04-23,pit bull,Bronx
10595,2022-04-23,maltese / shih tzu mix,Queens
10596,2022-04-23,beagle crossbreed,Queens
10597,2022-04-23,yorkie / poodle mix,Queens
10598,2022-04-23,pit bull,Queens
10599,2022-04-23,french bulldog mix,Queens
10600,2022-04-23,minature pincher,Brooklyn
10601,2022-04-24,unknown,Manhattan
10602,2022-04-24,mixed,Queens
10603,2022-04-24,shiba inu,Queens
10604,2022-04-25,chihuahua / poodle mix,Queens
10605,2022-04-25,shiba inu,Manhattan
10606,2022-04-25,pit bull,Bronx
10607,2022-04-25,poodle mix,Queens
10608,2022-04-25,australian shepherd mix,Queens
10609,2022-04-26,queensland blue healer,Manhattan
10610,2022-04-26,pitbull mix,Manhattan
10611,2022-04-26,german shepherd,Queens
10612,2022-04-26,terrier mix,Staten Island
10613,2022-04-26,unknown,Brooklyn
10614,2022-04-27,"welsh corgi, pembroke",Queens
10615,2022-04-27,unknown,Manhattan
10616,2022-04-27,pitbull mix,Manhattan
10617,2022-04-27,pit bull,Bronx
10618,2022-04-27,german shepherd,Queens
10619,2022-04-27,german shepherd,Queens
10620,2022-04-27,belgian malinois,Staten Island
10621,2022-04-27,unknown,Bronx
10622,2022-04-27,doberman pinscher,Queens
10623,2022-04-28,rottweiler,Queens
10624,2022-04-28,american bully,Brooklyn
10625,2022-04-28,german shepherd,Queens
10626,2022-04-28,hound,Manhattan
10627,2022-04-28,pitbull mix,Manhattan
10628,2022-04-29,chihuahua,Manhattan
10629,2022-04-29,cocker spaniel,Brooklyn
10630,2022-04-30,unknown,Manhattan
10631,2022-04-30,miniature australian sheperd,Manhattan
10632,2022-04-30,mountain cur,Manhattan
10633,2022-04-30,australian cattle,Queens
10634,2022-04-30,labrador retriever crossbreed,Queens
10635,2022-04-30,mixed,Queens
10636,2022-04-30,mixed,Queens
10637,2022-04-30,mixed,Queens
10638,2022-04-30,shi tzu maltese mix,Brooklyn
10639,2022-05-01,alaskan kleekai,Bronx
10640,2022-05-01,chihuahua crossbreed,Queens
10641,2022-05-01,akita,Staten Island
10642,2022-05-01,shi tzu maltese mix,Brooklyn
10643,2022-05-01,chow chow,Queens
10644,2022-05-02,yorkshire terrier,Brooklyn
10645,2022-05-03,labrador retriever,Manhattan
10646,2022-05-03,australian shepherd,Manhattan
10647,2022-05-03,unknown,Manhattan
10648,2022-05-03,german shepherd mix,Staten Island
10649,2022-05-03,unknown,Brooklyn
10650,2022-05-03,german shepherd mix,Staten Island
10651,2022-05-04,pit bull,Manhattan
10652,2022-05-04,unknown,Manhattan
10653,2022-05-04,,Brooklyn
10654,2022-05-04,small terrier cross,Brooklyn
10655,2022-05-05,terrier mix,Queens
10656,2022-05-05,"bull dog, english",Manhattan
10657,2022-05-05,"bull dog, english",Manhattan
10658,2022-05-05,german shepherd,Queens
10659,2022-05-05,australian shepherd,Queens
10660,2022-05-06,husky mix,Manhattan
10661,2022-05-06,hound / pit bull mix,Manhattan
10662,2022-05-06,yorkshire terrier,Brooklyn
10663,2022-05-07,unknown,Manhattan
10664,2022-05-07,pit bull,Queens
10665,2022-05-07,mixed,Queens
10666,2022-05-07,american pit bull mix / pit bull mix,Queens
10667,2022-05-07,pit bull,Staten Island
10668,2022-05-07,unknown,Bronx
10669,2022-05-07,mixed breed dog,Brooklyn
10670,2022-05-07,large mixed breed,Bronx
10671,2022-05-08,shih tzu,Queens
10672,2022-05-08,chihuahua crossbreed,Queens
10673,2022-05-09,unknown,Manhattan
10674,2022-05-09,labrador mix,Manhattan
10675,2022-05-09,labrador mix,Manhattan
10676,2022-05-09,mixed,Queens
10677,2022-05-10,pit bull,Queens
10678,2022-05-10,pomski,Manhattan
10679,2022-05-11,unknown,Manhattan
10680,2022-05-11,dachshund smooth coat,Queens
10681,2022-05-11,rottweiler,Queens
10682,2022-05-11,"bull dog, french",Queens
10683,2022-05-12,maltese / poodle mix,Queens
10684,2022-05-12,american pit bull mix / pit bull mix,Queens
10685,2022-05-12,american pit bull terrier/pit bull,Bronx
10686,2022-05-12,unknown,Brooklyn
10687,2022-05-12,unknown,Queens
10688,2022-05-13,cane corso,Queens
10689,2022-05-14,shiba inu,Queens
10690,2022-05-14,minature shepherd,Manhattan
10691,2022-05-14,miniature shepherd,Manhattan
10692,2022-05-14,"bull dog, french",Manhattan
10693,2022-05-14,beagle,Queens
10694,2022-05-14,pit bull,Bronx
10695,2022-05-14,american staffordshire terrier,Queens
10696,2022-05-14,american bully,Queens
10697,2022-05-15,unknown,Manhattan
10698,2022-05-15,unknown,Manhattan
10699,2022-05-15,pit bull,Staten Island
10700,2022-05-15,"pointer, german shorthaired",Bronx
10701,2022-05-15,mini goldendoodle,Brooklyn
10702,2022-05-15,chihuahua,Staten Island
10703,2022-05-16,yorkshire terrier,Manhattan
10704,2022-05-16,shiba inu,Queens
10705,2022-05-16,shih tzu,Queens
10706,2022-05-16,maltipoo,Queens
10707,2022-05-17,pit bull,Manhattan
10708,2022-05-18,shih tzu,Brooklyn
10709,2022-05-19,mixed,Queens
10710,2022-05-19,"poodle, toy",Queens
10711,2022-05-19,pit bull,Staten Island
10712,2022-05-20,sheepadoodle mix,Queens
10713,2022-05-20,mixed,Queens
10714,2022-05-20,doberman pinscher,Brooklyn
10715,2022-05-21,akita crossbreed,Staten Island
10716,2022-05-21,poodle mix,Queens
10717,2022-05-21,rottweiler,Queens
10718,2022-05-21,cotton de tulear,Bronx
10719,2022-05-21,pitbull mixed,Brooklyn
10720,2022-05-21,keeshond,Brooklyn
10721,2022-05-22,west high white terrier,Queens
10722,2022-05-22,boxer,Queens
10723,2022-05-22,german shepherd crossbreed,Queens
10724,2022-05-22,"poodle, standard",Brooklyn
10725,2022-05-23,poodle mix,Queens
